year,type_activity,age_group,value,unit,source
2556,ทำธุรกิจหรือเสนอขายสินค้า/บริการ,40 - 49 ปี,143542,คน,สำนักงานสถิติแห่งชาติ
2556,ทำธุรกิจหรือเสนอขายสินค้า/บริการ,50 - 59 ปี,62026,คน,สำนักงานสถิติแห่งชาติ
2556,ทำธุรกิจหรือเสนอขายสินค้า/บริการ,60 ปีขึ้นไป,11286,คน,สำนักงานสถิติแห่งชาติ
2557,ทำธุรกิจหรือเสนอขายสินค้า/บริการ,รวม,972053,คน,สำนักงานสถิติแห่งชาติ
2557,ทำธุรกิจหรือเสนอขายสินค้า/บริการ,6 - 10 ปี,1774,คน,สำนักงานสถิติแห่งชาติ
2557,ทำธุรกิจหรือเสนอขายสินค้า/บริการ,11 - 14 ปี,14796,คน,สำนักงานสถิติแห่งชาติ
2557,ทำธุรกิจหรือเสนอขายสินค้า/บริการ,15 - 19 ปี,40760,คน,สำนักงานสถิติแห่งชาติ
2557,ทำธุรกิจหรือเสนอขายสินค้า/บริการ,20 - 24 ปี,97625,คน,สำนักงานสถิติแห่งชาติ
2557,ทำธุรกิจหรือเสนอขายสินค้า/บริการ,25 - 29 ปี,185672,คน,สำนักงานสถิติแห่งชาติ
2557,ทำธุรกิจหรือเสนอขายสินค้า/บริการ,30 - 34 ปี,169087,คน,สำนักงานสถิติแห่งชาติ
2557,ทำธุรกิจหรือเสนอขายสินค้า/บริการ,35 - 39 ปี,173083,คน,สำนักงานสถิติแห่งชาติ
2557,ทำธุรกิจหรือเสนอขายสินค้า/บริการ,40 - 49 ปี,177465,คน,สำนักงานสถิติแห่งชาติ
2557,ทำธุรกิจหรือเสนอขายสินค้า/บริการ,50 - 59 ปี,92028,คน,สำนักงานสถิติแห่งชาติ
2557,ทำธุรกิจหรือเสนอขายสินค้า/บริการ,60 ปีขึ้นไป,19762,คน,สำนักงานสถิติแห่งชาติ
2558,ทำธุรกิจหรือเสนอขายสินค้า/บริการ,รวม,924502,คน,สำนักงานสถิติแห่งชาติ
2558,ทำธุรกิจหรือเสนอขายสินค้า/บริการ,6 - 10 ปี,2342,คน,สำนักงานสถิติแห่งชาติ
2558,ทำธุรกิจหรือเสนอขายสินค้า/บริการ,11 - 14 ปี,12538,คน,สำนักงานสถิติแห่งชาติ
2558,ทำธุรกิจหรือเสนอขายสินค้า/บริการ,15 - 19 ปี,44818,คน,สำนักงานสถิติแห่งชาติ
2558,ทำธุรกิจหรือเสนอขายสินค้า/บริการ,20 - 24 ปี,107521,คน,สำนักงานสถิติแห่งชาติ
2558,ทำธุรกิจหรือเสนอขายสินค้า/บริการ,25 - 29 ปี,146721,คน,สำนักงานสถิติแห่งชาติ
2558,ทำธุรกิจหรือเสนอขายสินค้า/บริการ,30 - 34 ปี,158142,คน,สำนักงานสถิติแห่งชาติ
2558,ทำธุรกิจหรือเสนอขายสินค้า/บริการ,35 - 39 ปี,136773,คน,สำนักงานสถิติแห่งชาติ
2558,ทำธุรกิจหรือเสนอขายสินค้า/บริการ,40 - 49 ปี,200243,คน,สำนักงานสถิติแห่งชาติ
2558,ทำธุรกิจหรือเสนอขายสินค้า/บริการ,50 - 59 ปี,92776,คน,สำนักงานสถิติแห่งชาติ
2558,ทำธุรกิจหรือเสนอขายสินค้า/บริการ,60 ปีขึ้นไป,22629,คน,สำนักงานสถิติแห่งชาติ
2559,ทำธุรกิจหรือเสนอขายสินค้า/บริการ,รวม,1105826,คน,สำนักงานสถิติแห่งชาติ
2559,ทำธุรกิจหรือเสนอขายสินค้า/บริการ,6 - 10 ปี,2919,คน,สำนักงานสถิติแห่งชาติ
2559,ทำธุรกิจหรือเสนอขายสินค้า/บริการ,11 - 14 ปี,12914,คน,สำนักงานสถิติแห่งชาติ
2559,ทำธุรกิจหรือเสนอขายสินค้า/บริการ,15 - 19 ปี,55076,คน,สำนักงานสถิติแห่งชาติ
